,Rating,Reviews
10,3,ugg So glad I didnt pay to go see this it actually took me 3 times to get through the movie. It was long tedious and BOOOORING I kept hoping the movie was getting toword end so something would happen but then I would pause it and it would say 1:23 min to go whoever directed this and wrote this should never get a job again in hollywood.
11,10,Decent attempt on vfx. Worth 10 Very good actions worth goosebumps. Man of steel level vfx. Average kids will give average rating. But i find it very good compare to Spiderman NWH. But giving it such low ratings. I dont understand these marvel fan-kids-base.
12,7,"Surprised me Avoided it due to the hate and was quite surprised.It isn't a typical superhero film at all and very non marvel so don't expect it and it helps. This is more of a drama with superpowers, think of a cw show done well with less romance and better acting and the acting is what won me over. The characters are fun and enjoyable to watch.Again less superhero fighting and more drama entertainment.Know that and you will find it is way easier to digest."
13,1,"They start to run out of elegance Profanity and pervert are in this movie, they need to look different than DC but they are starting to do things not for the family and they need to change this, the actors are great except two of them and the family they show is not good for the viewers,stand for what's right, the effects are good but only one scene was really bad and I mean very bad, not for kids that's for sure.And the reference they make to DC are horrible, please be original. Keep marvel strong in the right path."
14,3,POOR/DISGUSTED That sex scene between Sersi and Ikaris was completely unecessary and uncalled for. Disgusted to say the least - bunch of idiots. There are young kids watching this pathetic movie!
15,1,Horrible movie This has got to be one of the worst marvel movies out there. These so called Godly beings who have lived for thousands of years if not millions are tremendously weak. I was expecting them to be insanely strong based on their origins and their kind but it seems like Thor would have the strength to wipe them from existence.The movie lacked a flow to it. It seemed dragged on even though the movie wasn't too long. Not worth watching.
16,5,"Almost didn't finish As time has gone on, I've been enjoying movies less and less. It seems that many movie makers are more interested in making sure they are 'inclusive' of everyone instead of just focusing on a good story. I want to see the stories of people and heroes. Too many stories are ruined by the agenda of focusing on race or lifestyles. I don't need every group to be the U. N. I want to see heroes just being heroes. If they are a white hero, black hero, gay hero, woman hero...I don't need the preaching to make sure that I am 'inclusive' and sensitive."
17,6,"Diversity lecture rather than a super hero scifi The story goes like this an Asian guy, a white female, a white guy, a Philippine female, a gay black guy, a non speaking mexican girl, an Indian guy, a Latina female, a confused teenager white girl. Cross breeding relationship between a white guy and a Philippine lady, Chinese and white lady etc with a story to save planet. It sucked big time didn't get the feel of watching a move rather a lecture about diversity."
18,3,"Just Because You're Boring, Doesn't Mean You're Smart The Eternals are a band of thoroughly unlikable characters. With so many characters in the main cast it can be difficult to keep track of which one is which. But eventually I'm satisfied with remembering their names, vaguely defined powers and if I'm lucky their one-note character drama.As I go through each member of the team I find myself hating each one. Ikaris: egotistical jerk. Sprite: annoying brat who has the power to make illusions but can't figure out how to make herself look older. Phastos: Always thinks he's the smartest guy in the room. Makkari: Doesn't have a whole lot to do, but could solve all the problems if she just used her powers. Druig: Jerky emo guy who thinks he's better than everyone. Thena: Will randomly flip out and start attacking everyone.Although the visuals are good, I couldn't help but notice that the aspect ratio of the movie kept rapidly changing throughout the film. It was very distracting. The action isn't helmed all that well. It is hard when dealing with super beings that hardly anything can hurt, to make an action scene that is compelling. But at least make an action scene where I can see what is going on.Towards the climax of the film, one of the characters just decides not to participate in the final showdown. Honestly I should have taken my que from him and just bailed on this movie part way through. The finale is your typical Marvel CGI fest with no concrete weight or stakes.As far as the positive goes, It seems to be trying to tell a strange new story with compelling ideas. It just fails to do so.The main characters are pretentious jerks that think they're smarter than everyone . And the fans of this movie come across as pretentious jerks that think they're smarter than everyone."
19,3,"Why was this so boring? It should have been a fun adventure about a bunch of heroes secretly protecting the people from the shadows. But what we got was a story about a couple breaking up, but since they keep eyes each other up dispite whta happens, thay are both idiots who get back together. Something about a celestial being born from centre of Earth, but is actually on the surface and causes zero problems for Earth. The best known actors are practically bit players, who's stories could have been removed completely and not affect the film as a whole, but was just crammed into this one, its a theme of this film I think.Visually it's not bad, some parts are way better than others. But the powers, well... Pointing finger guns does ruin the shot, it doesn't even look good, looks like it sounds, stupid. How does the leader of this group not even understand her powers, but you have about 8 others who fully understand them and so could use them fully. But as predictable as ever, you know why she's the leader, her power will stop whatever was supposed to be a threat.A huge falter for Phase 4, ruined what Shang Chi and Spider-Man paved the way for, let's hope this one is just a dud, and any returning characters make a much better film."
20,8,"Thought provoking and deep message with an interesting story The vocal minority said this movie wasn't good, and they were completely wrong. When I watched this movie I couldn't believe I even considered this movie could be bad, I felt I had been lied to by that vocal minority.The characters are very likable, the story makes you think about life and the universe as a whole, like, where did we come from? Theres twists and turns that will surprise you. The visuals are gorgeous, specially when they tell you about the creation of the universe.If you watch this movie you will not regret it, it expands the marvel universe further. Do yourself a favor and watch this movie."
21,2,"Worst Marvel movie On top of the story being very underwhelming, they decided to inject a completely unnecessary scene of 2 men kissing. Many kids enjoy watching these movies and should not have to be subjected to such controversial topics. Studios need to quit shoving this down peoples throats when it adds nothing to the story."
22,7,"Could have been much more. The cast is amazing, the plot just builds up and then dissipates multiple times. The next could also be amazing, it's up to the creators though. There is a villain that is created, and hyped up throughout the whole movie that ends up doing nothing for the plot of the movie other than adding screentime."
23,3,"Seriously Flawed Ok, So here is a movie that in conception may have been great. Unfortunaly it feels like it went out of its way to try to tick all the ""inclusive"" boxes. Also ther is an issue with the super heros as well. Answer this. These Supreame Beings creat the Ultimate defenders.... why is one Deaf and another have severe mental issues???? That makes zero sense. The movie is what it is and has next to no re-watch or sequil value. Hollywood Woke strikes again."
24,2,"Underwhelming hard 4 The story is lacking and so is the casting/acting. I did not enjoy the tone. Just like Wonder Woman 1984, it feels like the director is trying to make a superhero movie into a soap opera. I do not like soap operas and I do not appreciate it when a superhero movie gets turned into one. These directors should keep making dramas, but since they can't sell tickets that way, they're riding the superhero wave. Great way to spoil a good property."
25,4,"Run of the mill boring movie This was hard to watch. I fear the makers of super hero movies are losing the plot on what it means to be a super hero. Rare do we see one where they are not woefully ""normal"", while those that are not even human, are even worse.It had it's moments, but throughout the whole movie you disconnected to the point of them being a ""family"". One would think after centuries, stronger bonds would have been made. To fight for something bigger, but instead we get the same old drivel of bad betrayal and monster that just want to live. It is base and boring, might as well have watched any run of the mill poorly written and badly executed tv show.The acting is fine, the movie magic is great, but the story is weak and the feeling of super heroes is pretty much completely absent.They could learn from Wonder Woman or Witcher 3."
26,7,B- (high 6). October 21' @Regal Character driven rather than story driven. A bit long for what it is but its character dynamics are great. Solid action sequences. Felt like a solid script. Screenplay way too convenient too often which can be a bit distracting.
27,3,Boring writing and poor character development A few good actors and some great special effects but overall a waste of 2 hours due to boring writing and poor character development.A very sad let down from other movies in the MCU.
28,4,"Any motivation? Idk how this movie was creator. It's like they had 3 days to shoot everything and 1 year to paint beautiful picture.PLOT. Not found. Really. It's just usual line for all the characters. They live together. They don't live together. They have problems. They find each other. There's a traitor. Fight. Happy end. WHAT?CHARACTERS. Not interesting. There is no dramatic scene worth watching and emotional. We have no development of characters, no motivation, no philosophy even and logic in their actions. They just loose one of the most strong characters in the beginning without actually giving understanding WHY. They don't show us why one eternal is stronger than another. There're just facts and we need to believe them.POWER. No comments. Just the ending: they create human being from nothing. Any reason for that? NO. Just the girl wanted to live, let's do it for her, why not?ARISHEM. In the beginning shown as someone powerful. He's supervisor, creator. But he can't control eternals. And he doesn't even judge them. He saw that they tried to kill Celestial and did what... Nothing, exactly! Celestials are SO important for Universe that we can kill them if we just wish it.FINAL OPINION. 2021 year. Are you sure people will eat anything you shoot?"
29,1,"Doesn't deserve a 6.4 What have i just watched?Yes, I've watched the whole movie in about 90 seconds but that's not the point. What's with the Indian dancing on a superhero movie? Far too cheesy and pathetic.Marvel have lost their touch. All about DC."
30,6,"Let's Hear it for the Humans! Before creation Arishem of the Celestials created the first sun (quite a feat given the size plus trillions more) thus bringing light & life into the Universe. Note: Nice close filtered photo of our Sun. Then the Deviants came from deep space (no such thing as a deep location - all equal distant) to feed on intelligent life (why does it have to be intellgent?). Arishem sent Eternals to eliminate the Deviants; led by Ajak. Eternals space ship looks like a triangular piece of countertop granite - propulsion is?. Eternals put on fighting clothes, but oddly female breast sizes increase - a hidden weapon? Fights begin in Mesopotamia (listed as 5000 BC, but should be BCE); move on to Babylonia; Tenochtitlan; Iraq, Amazon; South Dakota; and London today. Asked how long they've been together Sersi incorrectly says 5000 yrs. (should be 7000 for Earth, and millions of years for other places - they sure don't age much).Powers: The usual (overused) force & fire hands, fire eyes, super-fast, mind control, swords. Basic theme is ""Should humans be allowed to exist given their propensity to kill themselves as well as most species while destroying the Earth through consumption, contamination & pollution?"" More so as the population approaches 10 billion."
31,5,"Marvel's first little mudslide Unfortunately, I agree with other professional reviewers on this one...Eternals was quite a bit awkward for my taste.Awkward humor, but good performances. Beautiful visuals, but mediocre battles. There was also so many jumps from present to past, I kind of lost track of how they all connected together. Despite this being a rare chapter in the Marvel Series that wasn't quite what I thought it would be (I felt the same way about my first full tome job too!), I'm still interested to see where the Eternals will go from here, and how they will escape ""judgement"".If I had made this, I think I'd have definitely left out all the flashbacks, and just focused the heroes on here and now, in the present."
32,8,"A Fresh Feel to the Same Marvel Mash I was not overly excited about Eternals as it didn't get great reviews, and didn't link clearly with the overall narrative of the MCU. With that said, although with flaws, Eternals is a fresh take with fresh characters that is a nice change from the other monotonous hack and bang MCU movies out there.The story is strait from a History Channel documentary. Aliens (the Eternals) landed on Earth thousands of years ago to protect humans from deviants and to help them progress. Conveniently, they are sworn to secrecy, and therefore do not play into any other Marvel film to this point. Flash to the present, and danger is poking it's naughty head above water again. Will The Eternals be able to save Earth (as it must be August and all the are on vacation?).There are a lot of characters, and yes, the cast is a United Colours of Benneton collection of very good actors. Rainbow, check, sexuality, check, mental health, check. But unlike other films, these are character traits that seem to flow naturally, and we are not constantly reminded of how 'woke' the movie is. The acting is strong, and the dynamic between the characters is the strength of the film. Just like any team, there are those that work well together, those that have a history, and a wide range of engagement levels. This is all done well, but with so many characters, and a pressure to get the story moving forward, these sometimes feel unexplored.The action and special effects are on par, but often feels like a distraction from the interesting elements of Eternals. This feels like a major balance between director and studio trying to create an action film but include so many characters and script. I myself was way more interested in the story than the action.Why not overly philosophical, I appreciate the each character is unique, and has a chance to share different perspectives on the events. This is not a united team of superheroes, but a group of supreme beings that has a rough history it must come to terms with.Overall, Chloé Zhao does a great job juggling so many balls in the air; and yes, a few do fall to the ground, but those that stay up create a unique and overall interesting movie experience.8/10."
33,4,"A family squabble. With the new phase of Marvel I was quite excited to see how they were going to portray the Eternals. Unfortunately, what I expected to be a thrilling and exciting beginning into the Universe for Marvel turned out to be a massive disappointed. The plot of the story offered nothing interesting except for the destruction of the planet earth that every person watching the movie knew wasn't going to happen. It turned out to be just a family fighting about what they each wanted, to live, to serve or to love. Watching the squabble really made it boring and the deviants in between just a irritation. I did find it quite funny how they ""saved"" the planet."
34,8,"Not more of the same The most inclusive movie of the MCU yet - and while I didn't count, probably after the first Captain America movie, the first that has an overall serious tone to it. That being said, there is still a lot of humor in it. Especially Kumal and his ... ""sidekick"" cover most of the jokes. Which may be the reason he is AWOL at a certain point in time (you'll know which moment that is) - you can hold that against the movie or just go with the flow.Which is true for the inclusiveness - and I am not even talking about the very first sex scene of the MCU. Don't get too excited (or upset), it is quite tame, but might still be reason for kids to be asking some questions (they are just cuddling like we do - could be a possible answer I reckon). You also have the inclusion of a gay character - the movie does not make a big deal out of it. You may when you see a tender male on male kiss. Hopefully you are not someone offended by such things and open minded.And all these things have nothing to do with any ""superhero"" powers (I reckon you can and probably most will call the Eternals superheroes) ... so the movie is quite packed. So much acting talent in front of the camera, so much creative and technical wizardry behind the camera. So there is a point to be made that this could have easily been a Disney Plus show. Who knows, maybe there will be an Eternals inspired Disney Plus show. Could be after the movie plays or in between the arrival of the Eternals and ""Present Day"" (I always wonder what that must look like decades after this was made - anyway).There are certain elements that can be considered cliche, but that would be quite the nitpicking, if you went down that road. Chloe Zhao really held her own and was able to reign in everyone and make a really good movie. Especially on a big screen this will impress you (like on an Imax screen). Because it is different in many ways, this may be viewed more favorably in the future with more context or different expectations.We're still early on in Phase 4 and some may have a better understanding or can guess where the MCU might be heading next. I am talking about fans, I am quite certain Kevin Feige and some others do know of course. At least vaguely. 2,5 hours long and never felt boring or too much. If anything it felt like too little. For what it is (ensemble), it is really well made and condensed.Yes there are logic issues (where were they all this time? Why didn't they appear earlier and so forth?) ... they are adressed of course, but would not really withstand a smell test. But if you are invested in the MCU, the question is: do you really mind? Also this can be seen and watched without any knowledge of anything that came before ... but as always it is way better enjoyed if you have seen the things that came before.Interestingly enough characters from the DC (universe) are being mentioned, like Batmans Alfred or even Superman. So there does not seem to be a mean spirited thought behind that. More like an acknowledgment and a nod to the other universe, that has created so many great stories and characters too. And an admission, but also acknowledgment to the audience and their feelings and intelligence. There is not a void - this could be our universe ... maybe a parallel universe that works that way ... wouldn't that be a great thought/thing to have? And who are we to say that it isn't possible? With Spiderman coming up next - the door will be smashed rather than kicked in - and I am really looking forward to that one - hoping to keep the ""spoilers"" far away from myself. Until then, don't forget: there are two bonus scenes (mid and after credit), like with most MCU movies."
35,1,Disgusting and long After the first ten minutes I wanted all characters to vanish. The story can be told in half the time and some of the characters didn't do anything. Just making the movie embarrassing.
36,4,"Cinematic Vomit Eternals is an incoherent mess that over stays its welcome. There is no pacing or structure. Just scene after scene jumping back and forth through history and the present to try develop a connection with the characters. Completely unsuccessfully. The characters are totally forgettable backed by awful performances. Barry Keoghan as Druig gave one of the worst displays in acting I've ever seen. Every time he came on screen all I could think was slurry uglier Ferris Bueller and just prayed someone would punch him.The entire movie devolves into so much campy CGI it just looks like a cartoon. Then when you think it's finally over and they've won, there's another 20 minutes of crying and hugging and nonsense. Terrible movie."
37,2,"The Eternals will return? Please noooo! Marvel, please don't make another one of these turkeys. Just pretend this movie was never made. Or it happened in a multi-verse far away from the main one which is inhabited by characters I like such as the Guardians of the Galaxy, the Avengers & Spider-Man. Despite volcanos etc popping up no existing Marvel characters appear in this film so this makes sense.Please don't pollute the MCU with its ridiculous messy mythology or over populate it with these boring, bland characters. The Eternals are like old, pompous, serious power rangers.Most of the action in the film is the Eternals fighting the Deviants (not sexual), CGI video game like monsters, who randomly show up and are the reason for the eternals existence. Such lame antagonists. The rest of the movie is politics between the Eternals who apparently sit around dormant for 1000s of years between these Deviant attacks.I'm amazed we got through this movie, although I did nod off at one point. When ""The Eternals will return"" text came up on screen at the end, everyone I was with groaned ""No!"" in unison. It was like a threat rather than something to get excited about. Marvel, if you have to, please leave it an eternity before making a sequel. Unless the sequel involves killing all the Eternals. P. S. The cameos at the end were annoying, not cool too."
38,6,"Long but okay Not as bad as most reviews said. Deviants' CGI could have been way better. Length or movie duration shorter - there were too many scopes of improvements in storyline. But all in all not expect more from Marvel now in terms of a ""good movie"" but just entertaining passing of time - this kind of deliverrd."
39,6,"The eternal dies Absurd story, who wrote it is definitely misogynist.Again a gif who created the universe again a man.The all story once you read the first sentence lost all interest. Given a chance do not go better, gods being giving the role to help humanity against ... aliens, only called differently, and again they have to kill then all because the creator says so, againTherefore is like watching a children book."
40,1,What was the point Too long. Too complicated. Boring. Story line all over the place. Angelina Jolie annoying as usual. They made a massive point of a dagger at the beginning then never referred to it again. The Egyptians and Romans had guns??? What was that all about? The credit spoiler introduced a couple of really irritating characters and nothing else.dont waste your time. The story line can't carry 2 plus hrs.
41,3,"Disappointing - a ponderous mish-mash Was looking forward to this, that magnifies the deflation having sat through it. For such a star studded cast many of whom are gifted performers, this is a terrible indictment of them collectively. Constipated dialogue, tortuous plotline and an aimless hip-hop through history are just three of the gashes scarring this movie. The effects are well done as is a minimal requirement from Marvel these days, but they cannot save this. Perhaps the ensemble is too big to be introduced in one go - they were each gradually introduced as the story developed, but we never got to know any of them in any depth and therefore did not care what happened to them."
42,1,"Not a nessessary watch anyway Yeah, it s#&ks. Marvel's first real flop. But the good news is that you do not need to watch this to follow the current Marvel universe. And I think they made it that way because they knew this film would strike out."
43,3,"Eternal Drag of Time Promising title, some good to great effects, but the story is blatantly boring written. The only thing you look forward are the computer generated fights to give you a break and wake you up. And those become pretty lifeless too with the boss fight being the worse of all.Great cast assemble, although there wasn't a deep enough dive into each character. Cersi who was the main character, is ""eternal"" friends with a group of select people who fight evil. We learned that she had a 5000 year long relationship with Icarus and he suddenly disappeared. Then, she works at a school (we know as it is shown for 1 minute) and she has a new boyfriend. She also has the superpower of converting things. That's all.Around the same is each other character introduced.This is too long of a movie and how it got executed it is felt even longer. Not really a connection there with any of the characters. Very likely I'll never watch it a second time and definitely not gonna watch Eternals 2."
44,5,"So-so Stunning visuals and vistas. The plot was very standard ""ancient aliens"" fare. Just when the story starts fleshing out the true potential of it's plot it is unceremoniously over. It felt rushed and slightly unearned. Performances are decent but no real stand out other than Kango who is taken out of the film for no discernible reason other than the characters ""finger guns"" are no match against the main protagonist. Decent story steeped in wasted potential."
45,3,"A simple minded person, wrote the dialog and moral The dialog is at best simplistic. The moral is the moral, of a 12 year old.Why does a so called ""eternal"" like Druid, not understand that if you force your will on people, they are not free to chose. If you lived for thousands of years, you'd know this. You'd be Hitler, Stalin, Mao all in one.The moral is Disney material, but Disney manages to get the moral of the story written into to story.This move is in no way subtle. It tells you who is bad, and who is good. It's a movie, with a A list cast, but it's still just a B movie.Avoid it."
46,4,"Rubbish I refuse to acknowledge this as a Marvel movie. Instead, I'll pretend that I never watched it or heard of it. Nothing about this experience made sense. Not the plot. Not the script. Not the characters. It's as if we were plopped in the middle of a movie that had started hours ago and it was up to us to catch up and figure things out."
47,1,"Overrated borefest To say this was awful would be a compliment. Just putrid. A waste of time. Acting was horrible and the writing? Let's just say this is a movie for toddlers. Every male character in this movie is a whiny needy lovestruck loser. Too long, yet it goes nowhere. On the positive side, if you can't sleep, 5 minutes of this borefest will knock you out cold for hours."
48,1,"Nausea will catch you from every single such ugliness. Pfuj. Nausea will catch you from every single such ugliness. Pfuj. 🤢🤢🤢🤢🤢🤧🤧🤧🤧🤧😂😂😂😂😂🙊🙉🙈🤡🤡🤡🤡🤡 Tasteless, stomach-turning, nonsensical, anti-humanity film. Movie !?"
49,3,"Somewhat disappointing even when going in with lower expectations No character development, wooden acting, endless inconsistencies within the MCU, ridiculous predictable outcomes. Too much focus on woke checkboxes and too little on writing and directing. Disney is destroying Marvel, much like it did the Star Wars universe and their own animated classics. Walt is turning over in his grave, and we suffer his unwanted legacy."
50,1,"I'm trying to figure it out An arduous 2.5 hour ""Hollywood correct"" borefest of a confusing cast of characters portraying Marvel's version of the Power Rangers. Not sure what to think except it was long and I didn't like it."
51,7,"Eternals Presenting a new aspect of the MCU proves to be a brilliantly ambitious, yet mixed experience throughout. Marvel has always succeeded in introducing new characters to its universe, further proving it through this film. Each character is given interesting personality traits and ideologies that lend themselves to a personal feel to the film, which most other MCU films have never fully explored. It is only furthered by the entertaining and endearing chemistry provided by the notable cast. The powers of each character are brilliantly utilized to provide visually breathtaking sequences of action and world-building. Despite the amount it tries to accomplish, this film, for the most part, succeeds in illustrating the new aspect of the universe Marvel wishes to explore, creating an existential insight into the world outside of the Avengers and Guardians of the Galaxy. However, it's also because of this aspect that makes the film at times feel bloated with many pockets of the story that feel unexplored. Although this can be used for further sequels, the amount of story that is thrown on screen may at times feel overwhelming with brand new information being provided with limited screen time. The aspect ratio can also be distracting at times, shifting from gigantic IMAX visuals to standard camera shots without flow in its transition. Despite the number of positives, the film manages to accomplish, the over bloated nature of the film's story feels akin to something that should be made for the small screen, making for a mixed yet interesting viewing experience."
52,6,"alright but had more potential This movie contains a lot of both good and bad elements to it. To start off, I really like the scenery, the colors and the occasional historical references that it contains. I really liked how it showed how the eternals got on with the different populations. Other than that, there are some major flaws. I think that Bill Skarsgard is brilliant at playing villains (as we saw in IT) and seeing him play such an under-developed and plane character in this movie disappointed me. I don't think that I am the only person who thinks he should be re-cast. I also thought that the love relationship was simple.I personally don't know how they are going to fit the eternals with all the other characters in The MCU but I am really interested in what they are going to do with Starfox (Harry Styles)."
53,2,"Garbage My first movie that i reviewed here was Godzilla. Why? The worst i watched in a cinema.Now, again with Eternals!!!My first problem is: cast members (Salma & Angelina). Come on Marvel, this is a golden opportunity to youngsters to shine, yet you hire almost retired actress to do the job. The problem is, they are investing in this movie and more parts are coming up.The movie lacks depth in story. Villains are monsters!!!! Any normal movie can have monsters as villains. Weak story. Movie is not emotional; you dont feel attached to it. More or less, the movie is just flexing super powers.Yeah, another sad attempt in making a copy of superman (after captain Marvel)!!!!! Yeah Ikarus. Very stupidly done. Moreover, we have a marvel Version of the flash. Yet this is the only character that i loved in the movie.I am a huge Marvel fan, but this movie was a let down. Even old movie like Captain America was waaaay better than this."
54,1,💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩 💩
55,2,"Woke trend is superheroes kryptonite! I watched for a very short time, I didn't manage to ""enjoy"" that whole world, this is one big failure. When watching this you get the feeling that the whole series is designed to promote different sexual orientations and who knows what else, this is pure bottom. Superheroes are slowly being destroyed, in a few years they will become a mockery in the movie world and just another symbol of promotion such as; rainbow, dr who ... etc. 😨🤢"
56,3,"An embarrassment to Marvel Cinematic This movie is a total waste and lengthy.Poor story though graphics were brilliant I give it a rating of 3 out 10.However, it's an embarrassment to Marvel Cinematic."
